Sample_Name;COSMIC_ID;Cancer_Type;Microsatellite_Instability_Status;Screen_Medium;Growth_Properties
RCC-JW;1524416;KIRC;MSS/MSI-L;D/F12;Adherent
RCC-MF;1524419;KIRC;MSS/MSI-L;D/F12;Adherent
RXF393;905978;KIRC;MSS/MSI-L;R;Adherent
SN12C;905979;KIRC;MSS/MSI-L;D/F12;Adherent
TK10;905980;KIRC;MSS/MSI-L;R;Adherent
U031;905981;KIRC;MSS/MSI-L;R;Adherent
VMRC-RCZ;909781;KIRC;MSS/MSI-L;D/F12;Adherent
201T;1287381;LUAD;MSS/MSI-L;R;Adherent
A549;905949;LUAD;MSS/MSI-L;D/F12;Adherent
ABC-1;906791;LUAD;MSS/MSI-L;D/F12;Adherent
Calu-3;687777;LUAD;MSS/MSI-L;D/F12;Adherent
Calu-6;724859;LUAD;MSS/MSI-L;D/F12;Adherent
COR-L105;906805;LUAD;MSS/MSI-L;R;Adherent
EKVX;905970;LUAD;MSS/MSI-L;D/F12;Adherent
EMC-BAC-1;1503369;LUAD;MSS/MSI-L;R;Adherent
EMC-BAC-2;1503370;LUAD;MSS/MSI-L;R;Adherent
H3255;1247873;LUAD;MSS/MSI-L;R;Adherent
HCC-44;1240145;LUAD;MSS/MSI-L;R;Adherent
HCC-78;1290908;LUAD;MSS/MSI-L;R;Adherent
HCC-827;1240146;LUAD;MSS/MSI-L;R;Adherent
LC-2-ad;907786;LUAD;MSS/MSI-L;R;Adherent
LXF-289;753592;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H1355;724866;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H1395;684681;LUAD;MSS/MSI-L;R;Adherent
NCI-H1435;1298347;LUAD;MSS/MSI-L;D/F12;Semi-Adherent
NCI-H1563;753600;LUAD;MSS/MSI-L;R;Adherent
NCI-H1568;1298348;LUAD;MSS/MSI-L;R;Adherent
NCI-H1573;908472;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H1623;687798;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H1648;687799;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H1650;687800;LUAD;MSS/MSI-L;R;Adherent
NCI-H1651;910900;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H1666;908473;LUAD;MSS/MSI-L;D/F12;Semi-Adherent
NCI-H1693;687802;LUAD;MSS/MSI-L;R;Adherent
NCI-H1703;908474;;MSS/MSI-L;R;Adherent
NCI-H1734;722058;LUAD;MSS/MSI-L;R;Adherent
NCI-H1755;908475;LUAD;MSS/MSI-L;R;Adherent
NCI-H1781;1298350;LUAD;MSS/MSI-L;R;Adherent
NCI-H1792;724868;LUAD;MSS/MSI-L;R;Adherent
NCI-H1793;908463;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H1838;687807;LUAD;MSS/MSI-L;R;Adherent
NCI-H1944;1240185;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H1975;924244;LUAD;MSS/MSI-L;R;Adherent
NCI-H1993;908476;LUAD;MSS/MSI-L;R;Adherent
NCI-H2009;724873;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H2023;1240187;LUAD;MSS/MSI-L;R;Adherent
NCI-H2030;722045;LUAD;MSS/MSI-L;R;Adherent
NCI-H2085;687812;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H2087;724834;LUAD;MSS/MSI-L;D/F12;Semi-Adherent
NCI-H2122;722046;LUAD;MSS/MSI-L;R;Adherent
NCI-H2228;687816;LUAD;MSS/MSI-L;R;Adherent
NCI-H2291;724874;LUAD;MSS/MSI-L;R;Adherent
NCI-H23;905942;LUAD;MSS/MSI-L;R;Adherent
NCI-H2342;687819;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H2347;687820;LUAD;MSS/MSI-L;R;Adherent
NCI-H2405;687821;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H292;753604;;MSS/MSI-L;R;Adherent
NCI-H3122;1240190;LUAD;MSS/MSI-L;R;Adherent
NCI-H322M;905967;LUAD;MSS/MSI-L;R;Suspension
NCI-H358;908465;LUAD;MSS/MSI-L;R;Adherent
NCI-H441;908460;LUAD;MSS/MSI-L;R;Adherent
NCI-H522;905944;LUAD;MSS/MSI-L;R;Adherent
NCI-H596;908459;;MSS/MSI-L;R;Adherent
NCI-H650;722066;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H838;910399;LUAD;MSS/MSI-L;R;Adherent
PC-14;753608;LUAD;MSS/MSI-L;R;Adherent
RERF-LC-KJ;1298537;LUAD;MSS/MSI-L;R;Adherent
RERF-LC-MS;910931;LUAD;MSS/MSI-L;D/F12;Adherent
SK-LU-1;909721;LUAD;MSS/MSI-L;D/F12;Adherent
SW1573;724878;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H720;687600;;MSS/MSI-L;D/F12;Suspension
NCI-H727;724855;;MSS/MSI-L;R;Adherent
NCI-H835;753607;;MSS/MSI-L;R;Suspension
UMC-11;909779;;MSS/MSI-L;D/F12;Adherent
COR-L23;687780;;MSS/MSI-L;R;Adherent
HOP-92;905973;;MSS/MSI-L;D/F12;Adherent
IA-LM;910779;;MSS/MSI-L;D/F12;Adherent
LCLC-103H;753586;;MSS/MSI-L;R;Adherent
LCLC-97TM1;946361;;MSS/MSI-L;R;Adherent
LU-65;724863;;MSS/MSI-L;R;Suspension
LU-99A;907796;;MSS/MSI-L;R;Adherent
NCI-H1155;908467;;MSS/MSI-L;D/F12;Suspension
NCI-H1299;724831;;MSS/MSI-L;R;Adherent
NCI-H1581;908471;;MSS/MSI-L;D/F12;Semi-Adherent
NCI-H1915;1240184;;MSS/MSI-L;R;Adherent
NCI-H661;687829;;MSS/MSI-L;R;Adherent
NCI-H810;925341;;MSS/MSI-L;D/F12;Adherent
A427;910851;UNABLE TO CLASSIFY;MSS/MSI-L;D/F12;Adherent
BEN;753534;UNABLE TO CLASSIFY;MSS/MSI-L;D/F12;Adherent
CAL-12T;753540;UNABLE TO CLASSIFY;MSS/MSI-L;D/F12;Adherent
ChaGo-K-1;687596;UNABLE TO CLASSIFY;MSS/MSI-L;R;Adherent
HCC-366;1240144;;MSS/MSI-L;R;Adherent
NCI-H1770;687804;UNABLE TO CLASSIFY;MSS/MSI-L;D/F12;Suspension
NCI-H2110;1298351;UNABLE TO CLASSIFY;MSS/MSI-L;R;Adherent
NCI-H2135;1298352;UNABLE TO CLASSIFY;MSS/MSI-L;D/F12;Adherent
NCI-H2172;1298353;UNABLE TO CLASSIFY;MSS/MSI-L;R;Adherent
NCI-H2444;1298356;UNABLE TO CLASSIFY;MSS/MSI-L;R;Adherent
NCI-H647;1240191;;MSS/MSI-L;R;Adherent
EBC-1;753554;LUSC;MSS/MSI-L;D/F12;Adherent
EPLC-272H;753556;LUSC;MSS/MSI-L;R;Adherent
HARA;1240142;LUSC;MSS/MSI-L;R;Adherent
HCC-15;1240143;LUSC;MSS/MSI-L;D/F12;Adherent
KNS-62;753569;LUSC;MSS/MSI-L;D/F12;Adherent
LC-1-sq;1298223;LUSC;MSS/MSI-L;R;Adherent
LK-2;687787;LUSC;MSS/MSI-L;R;Adherent
LOU-NH91;1298226;LUSC;MSS/MSI-L;R;Adherent
NCI-H1869;1240183;LUSC;MSS/MSI-L;D/F12;Adherent
NCI-H2170;687815;LUSC;MSS/MSI-L;R;Adherent
NCI-H226;905941;LUSC;MSS/MSI-L;R;Adherent
NCI-H520;908443;LUSC;MSS/MSI-L;R;Adherent
RERF-LC-Sq1;1298538;LUSC;MSS/MSI-L;R;Adherent
SK-MES-1;909728;LUSC;MSS/MSI-L;D/F12;Adherent
SW900;724879;LUSC;MSS/MSI-L;R;Adherent
COR-L321;1322213;UNABLE TO CLASSIFY;MSS/MSI-L;R;Suspension
COLO-668;910692;SCLC;MSS/MSI-L;R;Adherent
COR-L279;910937;SCLC;MSS/MSI-L;R;Suspension
COR-L303;1297438;SCLC;MSS/MSI-L;R;Suspension
COR-L311;687980;SCLC;MSS/MSI-L;R;Suspension
COR-L32;1322212;SCLC;MSS/MSI-L;R;Suspension
COR-L88;906808;SCLC;MSS/MSI-L;R;Adherent
CPC-N;753547;SCLC;MSS/MSI-L;R;Suspension
DMS-114;687983;SCLC;MSS/MSI-L;D/F12;Adherent
DMS-273;687985;SCLC;MSS/MSI-L;D/F12;Adherent
DMS-53;907295;SCLC;MSS/MSI-L;D/F12;Adherent
IST-SL1;753564;SCLC;MSS/MSI-L;R;Semi-Adherent
IST-SL2;753565;SCLC;MSS/MSI-L;R;Suspension
LB647-SCLC;753582;SCLC;MSS/MSI-L;R;Semi-Adherent
LU-134-A;753588;SCLC;MSS/MSI-L;R;Suspension
LU-135;713899;SCLC;MSS/MSI-L;R;Suspension
LU-139;713878;SCLC;MSS/MSI-L;R;Suspension
LU-165;753589;SCLC;MSS/MSI-L;R;Suspension
MS-1;753594;SCLC;MSS/MSI-L;R;Suspension
NCI-H1048;687995;SCLC;MSI-H;D/F12;Adherent
NCI-H1092;687997;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H1105;908468;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H1341;1330964;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H1417;688001;SCLC;MSS/MSI-L;R;Suspension
NCI-H1436;908469;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H146;910899;SCLC;MSS/MSI-L;R;Suspension
NCI-H1688;1298349;SCLC;MSS/MSI-L;R;Adherent
NCI-H1694;688006;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H1836;1240182;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H187;688007;SCLC;MSS/MSI-L;R;Suspension
NCI-H1876;1330972;SCLC;MSS/MSI-L;D/F12;Adherent
NCI-H196;1240186;SCLC;MSS/MSI-L;R;Adherent
NCI-H1963;688010;SCLC;MSS/MSI-L;R;Suspension
NCI-H2029;688011;SCLC;MSS/MSI-L;D/F12;Adherent
NCI-H2066;1330973;SCLC;MSS/MSI-L;D/F12;Adherent
NCI-H209;688013;SCLC;MSS/MSI-L;R;Suspension
NCI-H211;1240189;SCLC;MSS/MSI-L;R;Adherent
NCI-H2141;688014;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H2196;908481;SCLC;MSS/MSI-L;R;Adherent
NCI-H2227;688018;SCLC;MSS/MSI-L;R;Semi-Adherent
NCI-H250;924241;SCLC;MSS/MSI-L;R;Suspension
NCI-H345;688021;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H378;688022;SCLC;MSS/MSI-L;R;Suspension
NCI-H446;688023;SCLC;MSS/MSI-L;R;Semi-Adherent
NCI-H510A;753605;SCLC;MSS/MSI-L;D/F12;Semi-Adherent
NCI-H524;908483;SCLC;MSS/MSI-L;R;Suspension
NCI-H526;688025;SCLC;MSS/MSI-L;R;Suspension
NCI-H64;688026;SCLC;MSS/MSI-L;R;Suspension
NCI-H69;688027;SCLC;MSS/MSI-L;R;Suspension
NCI-H748;909194;SCLC;MSS/MSI-L;R;Suspension
NCI-H82;688031;SCLC;MSS/MSI-L;R;Suspension
NCI-H841;1240192;SCLC;MSS/MSI-L;D/F12;Adherent
NCI-H847;1240193;SCLC;MSS/MSI-L;D/F12;Adherent
SBC-1;713885;SCLC;MSS/MSI-L;R;Suspension
SBC-3;753610;SCLC;MSS/MSI-L;D/F12;Adherent
SBC-5;713880;SCLC;MSS/MSI-L;D/F12;Adherent
H2369;1290808;MESO;MSS/MSI-L;R;Adherent
H2373;1290809;MESO;MSS/MSI-L;R;Adherent
H2461;1290810;MESO;MSS/MSI-L;R;Adherent
H2591;1240131;MESO;MSS/MSI-L;R;Adherent
H2595;1240132;MESO;MSS/MSI-L;R;Adherent
H2722;1290812;MESO;MSS/MSI-L;R;Adherent
H2731;1240134;MESO;MSS/MSI-L;R;Adherent
H2795;1290813;MESO;MSS/MSI-L;R;Adherent
H2803;1240135;MESO;MSS/MSI-L;R;Adherent
H2804;1240136;MESO;MSS/MSI-L;R;Adherent
H2810;1240137;MESO;MSS/MSI-L;R;Adherent
H2818;1290814;MESO;MSS/MSI-L;R;Adherent
H2869;1240138;MESO;MSS/MSI-L;R;Adherent
H290;1240139;MESO;MSS/MSI-L;R;Adherent
H513;1240141;MESO;MSS/MSI-L;R;Semi-Adherent
IST-MES1;907173;MESO;MSS/MSI-L;D/F12;Adherent
MPP-89;908150;MESO;MSS/MSI-L;D/F12;Adherent
MSTO-211H;908152;MESO;MSS/MSI-L;R;Adherent
NCI-H2052;688058;MESO;MSS/MSI-L;R;Adherent
NCI-H2452;908462;MESO;MSS/MSI-L;R;Adherent
NCI-H28;908470;MESO;MSS/MSI-L;R;Adherent
42-MG-BA;687561;GBM;MSS/MSI-L;R;Adherent
8-MG-BA;687562;GBM;MSS/MSI-L;D/F12;Adherent
A172;687563;GBM;MSS/MSI-L;D/F12;Adherent
AM-38;910933;GBM;MSS/MSI-L;D/F12;Semi-Adherent
Becker;906746;GBM;MSS/MSI-L;D/F12;Adherent
CAS-1;910943;GBM;MSS/MSI-L;D/F12;Adherent
CCF-STTG1;906823;GBM;MSS/MSI-L;R;Adherent
D-247MG;946367;GBM;MSS/MSI-L;D/F12;Adherent
D-263MG;946368;GBM;MSS/MSI-L;D/F12;Adherent
D-336MG;946369;LGG;MSS/MSI-L;D/F12;Adherent
D-392MG;946370;GBM;MSS/MSI-L;D/F12;Adherent
D-502MG;946373;LGG;MSS/MSI-L;D/F12;Adherent
D-542MG;753549;GBM;MSS/MSI-L;D/F12;Adherent
D-566MG;946377;GBM;MSS/MSI-L;D/F12;Adherent
DBTRG-05MG;906835;GBM;MSS/MSI-L;R;Adherent
DK-MG;906839;GBM;MSS/MSI-L;R;Adherent
GAMG;906868;LGG;MSS/MSI-L;D/F12;Adherent
GB-1;687568;GBM;MSS/MSI-L;D/F12;Adherent
GI-1;906871;LGG;MSS/MSI-L;D/F12;Adherent
GMS-10;906873;GBM;MSS/MSI-L;D/F12;Adherent
H4;907042;LGG;MSS/MSI-L;D/F12;Adherent
Hs683;1240150;LGG;MSS/MSI-L;D/F12;Adherent
KALS-1;907271;LGG;MSS/MSI-L;R;Adherent
KINGS-1;907279;LGG;MSS/MSI-L;R;Adherent
KNS-42;907282;LGG;MSS/MSI-L;D/F12;Adherent
KNS-81-FD;924188;LGG;MSS/MSI-L;D/F12;Adherent
KS-1;907313;GBM;MSS/MSI-L;D/F12;Adherent
LN-18;1240168;GBM;MSS/MSI-L;D/F12;Adherent
LN-229;1240169;GBM;MSS/MSI-L;D/F12;Adherent
LN-405;910694;GBM;MSS/MSI-L;D/F12;Adherent
LNZTA3WT4;1240170;GBM;MSS/MSI-L;D/F12;Adherent
M059J;949094;GBM;MSS/MSI-L;D/F12;Adherent
MOG-G-CCM;908144;LGG;MSS/MSI-L;D/F12;Adherent
MOG-G-UVW;908145;LGG;MSS/MSI-L;D/F12;Adherent
NMC-G1;908449;LGG;MSS/MSI-L;D/F12;Adherent
no-10;908452;LGG;MSS/MSI-L;D/F12;Adherent
no-11;908450;LGG;MSS/MSI-L;D/F12;Adherent
SF126;909712;GBM;MSS/MSI-L;D/F12;Adherent
SF268;905986;GBM;MSS/MSI-L;R;Adherent
SF295;905985;GBM;MSS/MSI-L;D/F12;Adherent
SF539;905984;LGG;MSS/MSI-L;R;Adherent
SK-MG-1;909729;GBM;MSS/MSI-L;R;Adherent
SNB75;905982;GBM;MSS/MSI-L;R;Adherent
SW1088;909745;GBM;MSS/MSI-L;D/F12;Adherent
SW1783;909750;LGG;MSS/MSI-L;D/F12;Adherent
T98G;687586;GBM;MSS/MSI-L;D/F12;Adherent
U-118-MG;687588;GBM;MSS/MSI-L;D/F12;Adherent
U251;905983;GBM;MSS/MSI-L;D/F12;Adherent
U-87-MG;687590;GBM;MSS/MSI-L;D/F12;Adherent
YH-13;909905;GBM;MSS/MSI-L;D/F12;Adherent
YKG-1;687592;GBM;MSS/MSI-L;D/F12;Adherent
D-283MED;906834;MB;MSS/MSI-L;D/F12;Adherent
Daoy;906833;MB;MSS/MSI-L;D/F12;Adherent
ONS-76;909248;MB;MSS/MSI-L;R;Adherent
PFSK-1;683667;MB;MSS/MSI-L;R;Adherent
BE2-M17;753616;NB;MSS/MSI-L;D/F12;Adherent
CHP-126;910567;NB;MSS/MSI-L;R;Suspension
CHP-134;910941;NB;MSS/MSI-L;R;Suspension
CHP-212;906820;NB;MSS/MSI-L;D/F12;Adherent
GI-ME-N;906872;NB;MSS/MSI-L;R;Adherent
GOTO;906875;NB;MSS/MSI-L;R;Adherent
IMR-5;907170;NB;MSS/MSI-L;R;Adherent
KELLY;753618;NB;MSS/MSI-L;R;Adherent
KP-N-YN;907314;NB;MSS/MSI-L;R;Adherent
LAN-6;949170;NB;MSS/MSI-L;R;Adherent
MHH-NB-11;908135;NB;MSS/MSI-L;R;Adherent
NB(TU)1-10;1240181;NB;MSS/MSI-L;R;Adherent
NB1;949179;NB;MSS/MSI-L;R;Semi-Adherent
NB10;949171;NB;MSS/MSI-L;D/F12;Adherent
NB12;949172;NB;MSS/MSI-L;D/F12;Adherent
NB13;949177;NB;MSS/MSI-L;D/F12;Adherent
NB14;949178;NB;MSS/MSI-L;D/F12;Adherent
NB17;949175;NB;MSS/MSI-L;D/F12;Adherent
NB5;949176;NB;MSS/MSI-L;D/F12;Adherent
NB6;949173;NB;MSS/MSI-L;D/F12;Adherent
NB69;908440;NB;MSS/MSI-L;D/F12;Adherent
NB7;949174;NB;MSS/MSI-L;D/F12;Adherent
NH-12;908447;NB;MSS/MSI-L;D/F12;Adherent
SIMA;753620;NB;MSS/MSI-L;R;Adherent
SK-N-AS;724828;NB;MSS/MSI-L;D/F12;Adherent
SK-N-DZ;688086;NB;MSS/MSI-L;D/F12;Adherent
SK-N-FI;688087;NB;MSS/MSI-L;D/F12;Adherent
SK-N-SH;717431;NB;MSS/MSI-L;D/F12;Adherent
TGW;910780;NB;MSS/MSI-L;D/F12;Adherent
AsPC-1;910702;PAAD;MSS/MSI-L;R;Adherent
BxPC-3;906693;PAAD;MSS/MSI-L;R;Adherent
CAPAN-1;753624;PAAD;MSS/MSI-L;D/F12;Adherent
Capan-2;910915;PAAD;MSS/MSI-L;R;Adherent
CFPAC-1;906821;PAAD;MSS/MSI-L;R;Adherent
DAN-G;1290797;PAAD;MSS/MSI-L;R;Adherent
HPAC;1298136;PAAD;MSS/MSI-L;D/F12;Adherent
HPAF-II;724869;PAAD;MSS/MSI-L;D/F12;Adherent
Hs766T;1298141;PAAD;MSS/MSI-L;D/F12;Adherent
HuP-T3;907285;PAAD;MSS/MSI-L;R;Adherent
HuP-T4;907286;PAAD;MSS/MSI-L;D/F12;Adherent
KP-1N;1298216;PAAD;MSS/MSI-L;R;Adherent
KP-3;1298219;UNABLE TO CLASSIFY;MSS/MSI-L;R;Adherent
KP-4;753572;PAAD;MSS/MSI-L;D/F12;Adherent
MIA-PaCa-2;724870;PAAD;MSS/MSI-L;D/F12;Adherent
MZ1-PC;753595;PAAD;MSS/MSI-L;R;Adherent
PANC-02-03;1298475;PAAD;MSS/MSI-L;R;Adherent
PANC-03-27;925346;PAAD;MSS/MSI-L;R;Adherent
PANC-04-03;1298476;PAAD;MSS/MSI-L;R;Adherent
PANC-08-13;925347;PAAD;MSS/MSI-L;R;Adherent
PANC-10-05;925348;PAAD;MSS/MSI-L;R;Adherent
PA-TU-8902;1298526;PAAD;MSS/MSI-L;D/F12;Adherent
PA-TU-8988T;1240201;PAAD;MSS/MSI-L;D/F12;Adherent
PL18;1240208;PAAD;MSS/MSI-L;D/F12;Adherent
PL4;1298533;PAAD;MSS/MSI-L;D/F12;Adherent
PSN1;910546;PAAD;MSS/MSI-L;R;Adherent
QGP-1;1298534;;MSS/MSI-L;R;Adherent
SU8686;1240218;PAAD;MSS/MSI-L;R;Adherent
SUIT-2;1240219;PAAD;MSS/MSI-L;R;Adherent
SW1990;910907;PAAD;MSS/MSI-L;D/F12;Adherent
YAPC;909904;PAAD;MSS/MSI-L;R;Adherent
451Lu;1287706;SKCM;MSS/MSI-L;D/F12;Adherent
A101D;910921;SKCM;MSS/MSI-L;D/F12;Adherent
A2058;906792;SKCM;MSS/MSI-L;D/F12;Adherent
A375;906793;SKCM;MSS/MSI-L;D/F12;Adherent
C32;906830;SKCM;MSS/MSI-L;D/F12;Adherent
CHL-1;910853;SKCM;MSS/MSI-L;D/F12;Adherent
COLO-679;906818;SKCM;MSS/MSI-L;R;Adherent
COLO-792;906814;SKCM;MSS/MSI-L;R;Adherent
COLO-800;906813;SKCM;MSS/MSI-L;R;Adherent
COLO-829;687448;SKCM;MSS/MSI-L;R;Adherent
CP50-MEL-B;753545;SKCM;MSS/MSI-L;D/F12;Adherent
CP66-MEL;753546;SKCM;MSS/MSI-L;D/F12;Adherent
G-361;906865;SKCM;MSS/MSI-L;R;Adherent
GAK;910932;SKCM;MSS/MSI-L;D/F12;Adherent
G-MEL;1240130;SKCM;MSS/MSI-L;D/F12;Adherent
HMV-II;907058;SKCM;MSS/MSI-L;R;Adherent
Hs940-T;1298145;SKCM;MSS/MSI-L;D/F12;Adherent
HT-144;907067;SKCM;MSS/MSI-L;R;Adherent
IGR-1;907169;SKCM;MSS/MSI-L;D/F12;Adherent
IGR-37;1240153;SKCM;MSS/MSI-L;D/F12;Adherent
IPC-298;907171;SKCM;MSS/MSI-L;R;Adherent
IST-MEL1;907172;SKCM;MSS/MSI-L;R;Adherent
LB2518-MEL;753579;SKCM;MSS/MSI-L;D/F12;Adherent
LB373-MEL-D;753581;SKCM;MSS/MSI-L;D/F12;Adherent
LOXIMVI;905974;SKCM;MSS/MSI-L;R;Semi-Adherent
M14;905975;SKCM;MSS/MSI-L;R;Adherent
MEL-HO;908124;SKCM;MSS/MSI-L;R;Adherent
MEL-JUSO;908125;SKCM;MSS/MSI-L;R;Adherent
Mewo;908128;SKCM;MSS/MSI-L;R;Adherent
MMAC-SF;925339;SKCM;MSS/MSI-L;D/F12;Adherent
MZ2-MEL;971777;SKCM;MSS/MSI-L;D/F12;Adherent
MZ7-mel;753596;SKCM;MSS/MSI-L;R;Adherent
RPMI-7951;910903;SKCM;MSS/MSI-L;D/F12;Adherent
RVH-421;909706;SKCM;MSS/MSI-L;R;Adherent
SH-4;909713;SKCM;MSS/MSI-L;D/F12;Adherent
SK-MEL-1;909723;SKCM;MSS/MSI-L;D/F12;Suspension
SK-MEL-2;905955;SKCM;MSI-H;R;Adherent
SK-MEL-24;909725;SKCM;MSS/MSI-L;D/F12;Adherent
SK-MEL-28;905954;SKCM;MSS/MSI-L;D/F12;Adherent
SK-MEL-3;909724;SKCM;MSS/MSI-L;R;Adherent
SK-MEL-30;909726;SKCM;MSS/MSI-L;R;Adherent
SK-MEL-31;909727;SKCM;MSS/MSI-L;D/F12;Adherent
SK-MEL-5;905956;SKCM;MSS/MSI-L;D/F12;Adherent
UACC-257;905977;SKCM;MSS/MSI-L;R;Adherent
UACC-62;905976;SKCM;MSS/MSI-L;D/F12;Adherent
WM-115;909784;SKCM;MSS/MSI-L;D/F12;Adherent
WM1552C;1299078;SKCM;MSS/MSI-L;R;Adherent
WM278;1240226;SKCM;MSS/MSI-L;R;Adherent
WM35;1299080;SKCM;MSS/MSI-L;R;Adherent
WM793B;1299081;SKCM;MSS/MSI-L;R;Adherent
A388;910697;;MSS/MSI-L;D/F12;Adherent
A431;910925;;MSS/MSI-L;D/F12;Adherent
DJM-1;906841;;MSS/MSI-L;D/F12;Adherent
HT-1080;907064;;MSS/MSI-L;D/F12;Adherent
SW684;909754;;MSS/MSI-L;D/F12;Adherent
A204;910784;;MSS/MSI-L;R;Adherent
A673;684052;;MSS/MSI-L;D/F12;Adherent
KYM-1;1240166;;MSS/MSI-L;D/F12;Adherent
RD;909264;;MSS/MSI-L;D/F12;Adherent
RH-1;971773;;MSS/MSI-L;R;Adherent
RH-18;971774;;MSS/MSI-L;R;Adherent
RH-41;1240210;;MSS/MSI-L;R;Adherent
SJRH30;909716;;MSS/MSI-L;R;Adherent
TE-441-T;924248;;MSS/MSI-L;D/F12;Adherent
G-402;907298;;MSS/MSI-L;R;Adherent
GCT;906999;;MSS/MSI-L;R;Adherent
MFH-ino;925343;;MSS/MSI-L;D/F12;Adherent
SK-LMS-1;909720;;MSS/MSI-L;D/F12;Adherent
SK-UT-1;909732;;MSI-H;D/F12;Adherent
SW872;909756;;MSS/MSI-L;D/F12;Adherent
SW982;909759;;MSS/MSI-L;D/F12;Adherent
VA-ES-BJ;688121;;MSS/MSI-L;D/F12;Adherent
8305C;906795;THCA;MSS/MSI-L;R;Adherent
8505C;924102;THCA;MSS/MSI-L;R;Adherent
ASH-3;1290722;THCA;MSS/MSI-L;D/F12;Adherent
BCPAP;924104;THCA;MSS/MSI-L;R;Adherent
BHT-101;906696;THCA;MSS/MSI-L;D/F12;Adherent
CAL-62;906828;THCA;MSS/MSI-L;D/F12;Adherent
CGTH-W-1;910568;THCA;MSS/MSI-L;R;Adherent
FTC-133;906864;THCA;MSS/MSI-L;D/F12;Adherent
HTC-C3;924151;THCA;MSS/MSI-L;D/F12;Adherent
IHH-4;1240154;THCA;MSS/MSI-L;D/F12;Semi-Adherent
K5;924238;THCA;MSS/MSI-L;D/F12;Adherent
ML-1;1240178;THCA;MSS/MSI-L;D/F12;Adherent
RO82-W-1;930083;THCA;MSS/MSI-L;D/F12;Adherent
TT;930299;THCA;MSS/MSI-L;D/F12;Adherent
TT2609-C02;1240223;THCA;MSS/MSI-L;R;Adherent
5637;687452;BLCA;MSS/MSI-L;R;Adherent
639-V;906798;BLCA;MSS/MSI-L;D/F12;Adherent
647-V;906797;BLCA;MSS/MSI-L;D/F12;Adherent
BFTC-905;910926;BLCA;MSS/MSI-L;D/F12;Adherent
CAL-29;1290730;BLCA;MSS/MSI-L;D/F12;Adherent
DSH1;753552;BLCA;MSS/MSI-L;R;Adherent
HT-1197;907065;BLCA;MSS/MSI-L;D/F12;Adherent
HT-1376;907066;BLCA;MSS/MSI-L;D/F12;Adherent
J82;753566;BLCA;MSS/MSI-L;D/F12;Adherent
KU-19-19;907312;BLCA;MSS/MSI-L;R;Adherent
LB831-BLC;753584;BLCA;MSS/MSI-L;D/F12;Adherent
RT-112;909704;BLCA;MSS/MSI-L;R;Adherent
RT4;687455;BLCA;MSS/MSI-L;D/F12;Adherent
SW1710;909749;BLCA;MSS/MSI-L;D/F12;Adherent
SW780;687457;BLCA;MSS/MSI-L;D/F12;Adherent
T-24;724812;BLCA;MSS/MSI-L;D/F12;Adherent
TCCSUP;687459;BLCA;MSS/MSI-L;D/F12;Adherent
UM-UC-3;724838;BLCA;MSS/MSI-L;D/F12;Adherent
VM-CUB-1;909780;BLCA;MSS/MSI-L;D/F12;Adherent
C-33-A;687505;CESC;MSI-H;D/F12;Adherent
C-4-I;687506;CESC;MSS/MSI-L;D/F12;Adherent
CAL-39;924107;CESC;MSS/MSI-L;D/F12;Adherent
Ca-Ski;906824;CESC;MSS/MSI-L;R;Adherent
DoTc2-4510;906843;CESC;MSS/MSI-L;D/F12;Adherent
HeLa;1298134;CESC;MSS/MSI-L;D/F12;Adherent
HT-3;907068;CESC;MSS/MSI-L;R;Adherent
ME-180;687514;CESC;MSS/MSI-L;D/F12;Adherent
MS751;1240179;CESC;MSS/MSI-L;D/F12;Adherent
SiHa;930297;CESC;MSS/MSI-L;D/F12;Adherent
SISO;1240212;CESC;MSS/MSI-L;R;Adherent
SKG-IIIa;930298;CESC;MSS/MSI-L;D/F12;Adherent
SW756;724839;CESC;MSS/MSI-L;D/F12;Adherent
TC-YIK;946357;;MSS/MSI-L;R;Suspension
AN3-CA;910781;UCEC;MSI-H;D/F12;Adherent
COLO-684;910691;UCEC;MSI-H;R;Suspension
