COSMIC_ID,Drug_1,Drug_2,Drug_3,Drug_4
1240223,1.726476351,1.636902663,1.30343311,1.158767216
909774,1.824232785,0.618293662,1.859590165,NA
1290765,2.230151071,1.866496384,1.811020896,1.665144977
905937,2.134244103,1.506191612,0.644475782,1.534458334
907285,2.192250904,2.130618858,1.001962735,1.637947388
1298169,1.594743306,1.362405101,2.359555401,1.240444898
1298223,1.405738809,2.291055881,2.286590499,NA
946361,1.953619114,1.272926146,0.3840622,1.152671535
908145,1.213724185,NA,0.985378577,0.685250317
1240206,1.418458375,1.983368083,1.313042658,NA
1298533,2.104203871,1.247048176,2.150647571,NA
909735,0.536079948,-0.617925899,1.595584934,0.869033989
1299062,2.12751846,1.283794728,1.733727186,NA
909750,1.919393922,1.994447732,2.315252274,1.323782852
687452,1.821380954,1.752117255,1.375681653,1.283964413
924102,1.563938638,0.796006514,1.062991198,0.714049354
1240122,1.77373046,1.514976979,1.704921644,1.214253916
753538,1.492935639,1.450314096,1.396148397,1.102684843
906826,1.563763406,0.621623792,1.554815556,1.510402269
924107,1.905893393,1.393551695,0.527023651,1.229929811
910927,0.856351397,0.724064599,1.627484868,1.026335676
906827,1.701805074,1.34773225,2.852327382,1.578210135
910853,1.752593198,-0.03119573,1.730021088,1.314062144
910689,1.12011315,1.874009801,2.521599163,1.691590716
906817,1.565254499,2.206588098,2.579494119,1.683050767
1240125,1.578641718,-0.98949731,2.655676001,1.46760785
906837,1.986377378,1.618347837,2.263575403,0.996267407
906852,1.782174729,0.820712088,0.808950633,1.52398779
906853,1.288572648,1.478206269,2.362156994,1.396510379
1290813,0.441193317,1.642147957,2.306482267,0.906963236
1240145,1.535798664,1.833240133,0.478919322,1.070649601
1290922,2.250524299,2.05371449,1.069766907,1.671818244
753561,1.973981503,1.536603727,1.547805487,0.912164248
1240149,0.321413956,-0.140920388,0.753073155,0.697934794
907069,1.369269619,0.199156125,0.748967318,1.224690294
1240157,2.119906378,1.75330853,1.219543292,1.5312703
753575,2.159168075,2.412478269,2.290180458,0.64356211
1240169,1.895923464,1.716144797,2.182683455,1.328363296
905946,0.747738045,1.315884067,2.677521523,1.30561677
908125,0.465849351,1.297890872,0.53927502,1.423754202
1298347,1.876505205,2.038062158,2.388233411,1.109550325
687794,1.593759887,2.115567947,1.952673113,1.370947185
687802,1.840840527,2.05227323,2.9878186,0.855288126
687821,1.778938259,1.227786013,2.398150404,1.259737064
908462,2.262344497,0.904128342,2.278450558,1.652905559
908470,0.741042425,1.014097041,1.811420595,1.216191314
908443,1.906995756,2.150370209,0.560867704,1.499943443
908459,2.355841151,2.331460675,1.29353473,1.75378116
724855,2.417002791,1.459809649,2.500113169,1.845243148
1240196,1.654876002,1.740725101,1.642294448,1.279287235
909251,1.599705867,1.723964236,0.743580763,0.984250926
1240204,2.060412887,2.063146061,2.594085777,1.402688798
1240207,1.542416814,1.758351057,1.747038279,1.195949292
909708,1.534613143,1.686060253,1.314366598,1.335110022
910701,2.140097385,1.622674587,1.407831906,1.535432426
909709,2.119887075,2.179789143,1.452364843,1.681622614
724828,2.199403092,1.584477246,1.807252425,1.303267421
909736,2.169282704,2.170363688,2.045621492,1.546500755
1240219,0.986967719,1.035258185,0.676525871,1.427080739
909747,1.686791036,1.469305418,2.285710706,1.708829705
909751,1.142242412,1.558977107,1.084537978,1.347170335
905945,1.781956692,1.814497461,1.376779001,1.892693391
909778,1.747268581,2.4465671,1.93527442,1.519789509
909904,2.273644784,0.901926463,2.028423327,1.713904063
909907,2.462258802,2.292425017,NA,2.07923214
687561,1.876237401,1.897715307,0.96060112,0.653827748
910925,1.856079215,NA,0.768980844,1.162571004
905951,2.390083289,2.003259076,NA,1.603940814
906693,2.013780791,1.542888735,1.109705139,1.544414378
910850,1.643185488,1.607623856,2.707012824,1.547221761
1290730,1.224771958,1.211020763,1.858088277,1.442198461
910852,1.903204913,2.189877459,1.117362366,0.926058795
906824,1.940678872,1.631405426,1.224861917,0.812493976
906821,1.465632933,0.945878045,1.826385088,1.29194232
1290767,1.353316136,0.993129805,2.57853829,NA
906839,0.598246845,1.930118927,2.389068128,1.441287537
911905,1.686222055,2.200056267,1.658151251,1.853883128
1290806,2.012490286,0.913911727,2.349006561,1.011932368
1240129,1.91098873,2.007100396,2.962736205,1.618126552
1290809,0.711054595,1.766074069,2.451592216,1.714156654
907059,1.893986989,1.337490865,2.270017054,1.018813019
907060,1.208258394,1.446068544,1.703954822,0.452289139
909977,2.361935905,2.077795494,2.065764875,1.32342064
907171,1.999646607,NA,0.385142519,1.397574171
1240160,1.948027869,0.916144358,1.740652697,1.129241412
1298215,1.25785515,1.142965447,2.473903225,1.37467114
1298218,1.647654269,1.432063514,2.440578806,1.503101695
1298219,2.24911516,1.035108949,1.547222031,1.650229935
907320,1.930326071,1.880809197,0.310614027,1.326448497
713899,1.770558954,1.845733249,1.575632299,0.714425562
905960,1.915575447,1.405564746,2.081062121,1.164920056
908121,1.726857244,1.966928705,2.38278713,1.124257787
687514,1.693130033,1.497683532,1.789962336,1.188934778
908135,0.586148357,NA,0.161933874,1.226903338
908474,1.190266457,1.714139056,2.457194333,0.291905434
724873,1.786904671,1.879540935,1.853883219,1.254067293
1298356,2.284493125,2.328647655,2.930953642,1.535188642
687829,1.539557102,1.59052274,2.092911965,1.233787809
910079,2.193673799,1.960090527,2.261611152,1.578687773
910549,2.175260626,2.101168487,1.895433942,1.596058513
1240197,1.865359078,-1.594860324,2.104134813,0.705320392
1240200,0.962372189,2.229691327,0.790338198,1.628331936
925346,1.80618555,1.709029362,0.560500562,1.100509253
1298526,2.12584946,1.50971572,1.187219908,1.55551947
1240202,2.226789068,2.200926763,1.338871379,1.761997527
909700,0.924896667,1.49064296,1.377235805,1.513550707
713880,1.615057451,1.662121467,1.531208047,0.773965923
930298,2.442173201,2.225644451,3.044124462,1.840113209
909738,2.138375879,1.807415262,1.867047325,1.568693842
687457,0.433879232,1.828259096,2.493536711,1.547901016
687586,1.642046189,1.946381873,1.967009384,0.365230659
909770,1.929678624,1.574173121,1.7925267,1.323178126
687588,2.068788137,1.621188843,2.857578116,1.318629039
1299081,0.666196227,NA,1.962887667,0.987598578
906797,2.014334322,1.988197115,1.392536781,1.432047928
910926,1.707350702,0.642999105,1.516357763,1.062730433
687505,1.997196768,1.248242892,1.049382095,1.395136777
753541,1.224427522,NA,0.880967779,0.561720438
905961,1.308315947,NA,0.693652434,1.016530965
906818,0.88872798,-1.386562002,1.639697565,0.735649055
906843,1.773222114,1.780122082,1.968688227,1.023911657
905935,1.847269223,1.304111918,2.052971312,1.143147802
753554,1.782854298,NA,2.355100233,1.380289662
906848,1.248056976,1.873469952,1.516901744,0.591694161
907298,0.676725649,0.945749812,0.694226395,0.53098753
1247873,1.755212839,1.628656003,2.622340018,1.644984364
749710,2.107111385,2.362308585,3.002515305,1.8025664
1290908,1.909962937,2.231181939,1.907011592,1.154227187
907321,1.765115849,1.74357606,1.284874908,0.99606803
1240168,1.756594139,1.770212883,2.263553691,1.154619525
1240170,2.019479565,1.644719739,1.573498704,1.425656471
924240,2.42826907,2.176049015,2.98466318,1.841791476
687995,1.874164134,1.939792006,1.416799326,1.198597189
1240199,2.650115566,2.481739347,3.246952713,2.137959206
909707,2.445061982,2.475285606,3.092132723,1.887422631
909719,0.54097569,NA,1.872457986,1.333387207
905959,2.198001665,1.220838472,1.327646729,1.661206446
1331036,0.436988717,-0.011840447,0.787262958,0.403346895
909753,2.230022979,2.023446399,1.276278912,NA
909756,NA,-1.04203361,2.00143116,NA
1299064,1.955832833,1.251189068,2.09822853,0.703899878
910924,1.262331909,2.027335532,0.598026137,1.467232724
1240121,1.757302215,1.820846526,1.657659989,0.398134307
906823,0.566305872,2.132449828,2.65275828,1.379936954
906820,0.146460156,1.563167973,1.019589378,0.614611294
906865,0.917563473,-1.393715694,1.309829123,1.362811981
1240146,1.265333618,1.98836408,2.384820055,0.943943426
907290,0.714191903,0.865156605,1.571746164,NA
907064,0.653741516,NA,2.019780092,0.442136524
907068,2.050391086,2.038368469,1.507811544,1.190767187
1240153,1.853762643,-1.954588841,2.423009365,0.738239417
905968,1.271407993,1.776160534,NA,1.794834685
1240158,1.877454027,1.115303325,1.664758272,1.31824952
1240218,1.800817366,2.123139252,1.583203762,1.541910831
907042,0.049356984,1.431294219,2.093712832,0.867649223
907066,2.031002471,1.522608044,2.886721534,1.069398585
753586,0.899732575,2.003946096,1.196735542,0.494560486
907790,0.814606187,0.814044191,0.57823516,1.048144299
908118,1.163100738,1.58764935,0.720519004,0.893342459
1240172,1.825483648,1.993145713,1.71951573,NA
908124,0.764810072,-1.754018211,NA,1.349113359
1298353,2.404102936,2.462771394,2.508945327,1.63911342
687819,1.930088367,2.220145542,2.47872262,1.196990991
910548,1.586332347,1.03111395,2.138451668,NA
905969,2.069035552,1.522914511,1.405900465,NA
1240210,0.96117026,1.858221478,1.495948709,1.068333391
909726,1.427429124,1.398198169,1.385263594,1.397490544
1299069,2.094697838,2.137646685,2.156058966,1.483846158
687592,1.66225252,1.88461815,1.749793283,1.059269733
1240141,NA,1.914061549,2.577330164,1.761346299
908122,2.160012912,1.988668661,0.824533698,1.575575779
1240187,1.396658309,1.641890045,1.869580855,1.116243148
908465,0.774319581,NA,1.051348249,1.183800837
1299059,1.799989266,2.186716775,1.699704738,NA
1240216,2.026178061,1.223088718,2.10020685,1.060518409
910936,1.356185128,1.164559079,2.951127344,1.257506451
1298134,1.988058355,2.035280838,1.861905533,1.060996731
1330941,1.526669155,1.550159887,2.582069535,1.642348231
1240179,1.950658302,2.001785386,2.1376507,NA
909737,2.186780511,1.865986,0.961842878,NA
909744,1.760656285,1.362467157,2.666855447,0.937684721
1290807,2.22121714,0.347878877,2.729753329,1.478267089
1240147,2.004437874,1.279655474,1.63820614,NA
930297,2.295959176,2.266477227,2.89608196,1.696479642
910694,1.973539641,2.236113417,2.652714163,1.755828545
910399,2.089993123,1.927893943,1.216781456,NA
724839,2.194273776,2.15244076,2.035569476,1.658837602
907053,NA,1.303843713,0.040160652,NA
907173,NA,2.045838054,1.642444571,NA
753582,2.174725797,2.193489293,1.952426262,1.572665805
949175,0.762482137,2.237486645,0.000175172,0.990690957
687448,NA,-0.961286284,2.593489534,NA
687985,1.854468744,NA,1.241235241,1.393280256
907271,NA,2.031931155,1.584763867,NA
687506,2.150581723,NA,2.206016723,1.548683825
1322218,NA,1.272445103,0.749006075,NA
907286,2.054159291,NA,0.263077809,1.446753448
753574,1.594782622,NA,1.338914252,1.260044566
1240212,1.960281381,1.302367159,1.255843943,NA
910704,2.057997933,NA,2.035649072,1.389573993
753624,2.16314331,NA,0.95084601,1.290890564
906863,1.774802472,NA,2.048119744,1.380073576
907169,1.017367985,NA,0.983602514,1.24009869
910903,1.733746341,NA,1.40875447,1.353334362
1290797,1.874926219,NA,1.716615418,1.276829484
906873,1.964633341,NA,2.513041647,1.435529103
1298168,0.997740351,NA,2.464194003,1.545828265
1298476,2.141735463,NA,2.252575057,1.582901009
905971,NA,NA,0.996121014,1.348060095
907287,2.143659598,NA,2.512113057,NA
908131,2.198893093,NA,1.502917667,1.249418443
1240190,2.01465171,1.653791082,0.712557668,1.342580722
1240191,1.978592579,0.492192865,1.320678964,1.335823105
949090,2.471734993,2.433768089,NA,1.912300173
683667,1.342019149,NA,1.638246489,0.745224001
724870,2.005534608,1.391678693,2.485949851,0.618560102
930082,NA,1.548090927,1.480103269,1.411002604
910904,NA,1.673274453,2.354918401,1.218388955
907295,NA,1.697583502,2.727304661,1.586378622
753556,NA,1.359046048,0.713448888,1.509723035
1327774,1.451639907,1.683781536,NA,0.425561341
908120,NA,1.927774201,2.762273605,NA
1290812,NA,2.02858384,2.531078221,1.660461316
905933,1.314181293,2.182970748,2.79825359,NA
909718,0.856674151,1.335846638,1.052505592,NA
909721,1.251700986,1.218253151,2.008345858,NA
1240226,NA,-0.331674871,2.613781393,0.698832233
684052,1.782586201,0.48851786,2.044656712,NA
1240131,0.497677092,1.400763397,2.029668156,NA
722046,NA,NA,1.841601847,1.219842822
753604,NA,0.987887683,0.448241912,0.83388692
908460,NA,NA,2.599516816,1.853643777
1298358,0.574993106,1.844484949,1.968617166,1.613567181
1299050,1.541718668,0.922538787,2.329116391,0.305551748
1240161,1.426168877,NA,0.01408927,NA
907281,NA,NA,1.275520424,0.638458
908139,1.952146187,NA,0.85328904,1.317861626
906791,NA,1.444846699,1.431744074,1.535948717
906790,0.321398655,NA,1.73130919,1.067453515
907062,NA,0.754191726,0.725954562,1.28191617
753573,2.158354801,NA,2.710577165,1.223465279
908482,1.87513462,1.609154047,1.259295922,0.858593165
909776,NA,2.049169474,0.610861149,1.099383877
1240174,1.370419926,1.964336265,2.448325348,NA
905950,NA,0.312751733,1.756322212,0.777100928
905963,NA,1.225169626,1.52711566,1.709960894
905973,NA,1.73753272,2.707004142,1.537924295
688011,NA,2.073388383,1.665956115,0.641246539
1240201,NA,1.217180896,1.447071639,0.888721979
910907,NA,2.18861322,2.107835265,1.141585515
909779,NA,1.480182207,1.617659997,1.257702914
724838,NA,1.417665492,1.004967332,1.037690544
930301,NA,1.609882161,2.025971847,1.537718262
1240159,NA,1.924127437,2.173560313,1.440150119
753576,NA,2.194933383,1.786638768,1.551035341
905975,NA,-1.546380174,1.689820369,1.490855302
908128,NA,1.298537966,2.280698339,1.557625758
925340,NA,1.67766966,1.354227257,1.517601494
925347,NA,2.369408802,1.584386197,1.632910466
905983,NA,1.663704166,1.24421146,1.334819949
905947,1.439689299,1.439532272,0.54211437,NA
910781,NA,1.31227199,2.5442933,1.298903118
753535,1.720444751,1.909924415,1.535960176,NA
910952,0.622950724,1.825049086,2.792010452,NA
906868,1.959498714,1.616690768,1.249493478,NA
907048,NA,2.07736504,0.560216607,0.658193809
907057,1.244158903,1.949066803,1.628447673,NA
925338,1.345860127,1.929674584,1.644780093,NA
687800,NA,NA,NA,NA
687812,1.158208486,1.879962602,0.936248244,NA
905944,1.774928368,1.761652991,2.44932835,NA
905934,1.666700769,2.289029674,1.142729045,NA
905954,1.726514751,-1.394362391,2.147287687,NA
910695,NA,2.036190329,2.319711076,NA
924104,1.512702439,-0.682521766,1.105575903,NA
687596,1.433815573,2.016406781,1.907307823,NA
906833,NA,1.857379633,0.976314625,1.048200454
906851,NA,2.481320199,2.1279077,1.829351912
907058,NA,0.551975924,1.540537147,0.880177263
908455,1.535356316,1.431423756,1.838398398,NA
946360,1.642405155,2.336599302,2.249389766,NA
1298362,1.503655678,1.784246555,2.226850006,NA
925348,1.99824365,1.907428025,0.923177404,NA
687459,1.861889158,2.200261669,2.035143477,NA
924105,1.296600549,1.739461931,1.049604974,NA
907047,1.574124587,1.500426836,0.6860262,NA
909725,NA,-1.119401465,1.734636268,1.568558695
1240130,NA,-2.029292718,2.567822217,NA
1240151,2.306565396,1.998032927,1.941062179,1.231215954
724879,0.828959345,2.115025389,1.585184896,NA
722045,1.452721585,1.444355162,1.400289321,NA
908138,1.672748122,1.745309819,1.466354384,NA
905981,1.248102842,0.66125328,1.409000565,NA
1287381,2.139981751,NA,1.637688196,1.581751134
909255,0.346365491,NA,0.181533026,1.004328121
1290906,2.426290239,2.319794452,1.871053888,1.827374329
724831,NA,0.888694061,1.894986374,NA
1240139,0.541222267,1.12574447,NA,1.306953629
688058,1.393693478,NA,2.06584366,1.713613919
906792,NA,NA,2.406329069,1.198900375
908146,1.095908115,0.360123902,1.663247718,1.02126693
687563,0.430286094,1.296934145,1.472895302,NA
753539,1.284416164,1.59606832,0.262203733,1.286104435
1503366,1.962667015,2.022966065,0.422516876,1.343951066
1503368,1.802182914,2.004371771,1.340335298,1.164808103
909257,1.81162025,0.947399425,0.331335668,1.209560259
1240209,1.850449089,2.168217482,1.374097756,NA
909699,NA,0.984777514,1.889485745,NA
946372,1.935467302,2.209900797,1.402602897,0.652111121
1298534,2.500913078,2.604687959,1.352282158,2.016846838
909729,1.996094593,1.677863351,1.810749821,0.743902434
1660034,0.907263289,1.188828736,0.562256587,1.101705281
1660036,2.030276326,2.424854663,0.671802537,0.052828295
1674021,2.174252827,0.659742517,1.538503209,1.283303273
909905,1.73172093,1.30451368,2.523439395,1.201113331
1503362,1.781522038,1.820522467,1.616838922,1.125908967
1480362,1.859767694,1.758689609,1.21416799,1.345696484
1480364,2.386578788,1.501864557,2.126110723,1.59260541
1480371,0.551810232,1.845123196,0.902088896,1.044755808
905956,0.837075229,-0.610559327,2.179374849,0.801195371
1479987,0.936604275,-0.027775235,1.139212296,1.581341839
1503361,2.220864091,0.844585013,1.231727016,1.709756287
1480358,2.374361648,2.397084908,2.216739058,NA
1509074,1.913768629,1.556220185,2.454024895,1.650767497
1480361,2.03381709,2.293698357,1.925809639,NA
1480372,2.072929154,1.792712702,2.114953094,1.49392841
1524418,0.86797886,-0.678759946,1.260029721,1.672563024
1524414,2.126132719,0.670581594,2.242136676,1.483556707
1524415,0.540947455,0.474498546,0.79747983,1.402472624
1524416,0.585528522,1.31579898,2.15765667,1.431945299
1503365,2.030144269,1.660607396,1.7493002,1.059916094
909780,0.939144041,NA,2.195527427,NA
1503370,0.43073717,-0.38500514,1.557920632,1.556082463
1480367,0.765767002,1.916989515,1.987856557,NA
1480374,2.407015492,1.746029967,2.6104216,NA
1503367,2.402357344,2.165259093,0.618676602,0.377072682
753559,NA,NA,2.267717668,NA
1479988,0.413170656,0.02412851,0.466155336,0.411922902
753563,1.305315381,1.209169851,NA,1.280008151
1479995,1.321902013,1.15826852,1.876635089,NA
1503371,1.98943879,1.506438279,2.337637778,1.343309561
1503369,1.639034841,1.67899798,1.517481961,1.054014744
1240184,NA,0.818479107,1.331052288,NA
1524417,2.207627824,0.941931919,2.306812722,NA
1322213,1.778328771,2.028110625,1.591118206,1.304902986
946377,1.610551327,NA,1.535254131,0.751639509
1659817,1.371917417,1.339584503,1.380173722,1.175076093
1503363,2.221073902,2.263730101,1.092518797,1.569918104
1480360,1.648843181,1.197599645,2.05844738,NA
1524419,1.049294814,1.114340884,1.549471978,1.242713151
1660035,2.484137874,2.30981481,0.822818115,1.879892054
907291,NA,1.969655379,1.576040726,NA
1240186,NA,1.37755338,2.340560734,NA
1331033,1.379255707,1.474226604,0.98536797,NA
724812,NA,NA,1.371333981,NA
749713,NA,NA,1.4031242,NA
910784,NA,0.774195612,1.263153246,NA
910918,NA,NA,0.143150916,NA
753534,NA,2.300261916,1.417726072,NA
910698,NA,1.792949554,2.035084123,NA
946382,NA,2.2859326,1.814708058,NA
906805,NA,2.123834919,1.122865418,NA
1240135,NA,1.981817236,2.548359526,NA
1290814,NA,1.282699856,2.107737612,NA
1303901,NA,NA,1.431239748,NA
724869,NA,0.806817893,1.944604863,NA
753566,NA,2.092940733,1.969368699,NA
907275,NA,0.303298214,NA,-1.024936284
907796,NA,1.593743388,1.361550087,NA
1240178,NA,1.384101416,2.602724791,NA
908472,NA,1.320666098,2.180194842,NA
687815,NA,2.110755364,1.685573481,NA
908481,NA,NA,1.764104781,NA
1240205,NA,1.669049979,1.035809694,NA
909264,NA,1.324935041,1.505490688,NA
909704,NA,1.53115707,1.092871867,NA
910930,NA,NA,0.003846614,NA
905979,NA,1.057290939,2.596413213,NA
909742,NA,NA,0.279741839,NA
909745,NA,1.662671574,2.686830538,NA
1240220,NA,1.140495726,2.621513149,NA
909755,NA,2.416207801,1.662508396,NA
906999,NA,0.522230023,2.528122078,NA
924111,NA,1.447406448,1.612898452,NA
1298145,NA,NA,2.627383943,NA
907061,NA,NA,2.111272221,NA
924151,NA,-1.217883506,1.698879606,NA
907319,NA,1.865681199,1.019848841,NA
688015,NA,NA,1.975410838,NA
924106,NA,NA,-0.014479843,NA
906854,1.274401383,0.94193109,NA,1.059329758
946363,NA,NA,0.661981666,NA
907318,NA,2.003009814,0.450796475,NA
908463,NA,2.454295579,2.969430887,NA
1240208,NA,0.760548307,1.770287444,NA
909748,NA,2.15905659,2.25147861,NA
909762,NA,NA,1.474963284,NA
1240136,NA,2.165432833,2.263978251,NA
753572,NA,1.889124004,1.356611183,NA
909194,NA,NA,1.630640106,NA
909715,NA,NA,-0.69270721,NA
906814,NA,1.926891233,2.302703837,NA
910922,NA,0.992612931,0.607288836,NA
722058,NA,NA,1.562908866,1.521542302
1240217,NA,1.753157942,1.149443734,NA
1240155,NA,NA,1.260377313,NA
688010,NA,NA,1.679606665,1.268370252
1299052,2.473863527,2.488095915,NA,1.86673027
1299061,0.714242781,1.700630924,NA,1.574801859
1298136,NA,NA,1.355655009,NA
1298216,1.993371374,1.609463053,NA,1.095869408
1240224,NA,NA,2.06909656,1.151242875
924248,NA,NA,NA,NA
753570,NA,0.981588815,2.152421258,NA
1303896,1.681971101,1.516842865,NA,0.698020461
910910,NA,NA,2.050878673,NA
687816,NA,NA,2.054609839,NA
1298156,2.105410835,1.948994704,NA,1.437529093
906842,0.459270362,NA,NA,1.348326417
906825,NA,NA,0.974105863,NA
909739,NA,NA,1.379771349,NA
1290725,NA,NA,2.210027433,NA
909746,NA,1.649648494,3.146549814,NA
949167,1.975547838,1.875680503,NA,1.332594677
1659823,NA,1.983419981,1.543670455,NA
909722,0.840381488,1.096026144,NA,NA
910941,0.583800655,NA,0.329111429,NA
971774,0.320738475,2.066287727,NA,1.382607543
1330981,NA,NA,NA,NA
946357,1.83282825,1.456078722,NA,1.072864015
906807,0.095712298,1.43108457,NA,0.436954005
998184,1.514466819,1.013915816,NA,1.13327254
908442,2.656314551,1.696002929,NA,2.03967631
724825,0.510568293,0.78521107,NA,0.245283027
713869,1.806230766,1.550703465,NA,1.20939804
1290771,2.139432887,NA,NA,1.34323577
1789883,1.926710735,1.683493761,NA,1.499570517
1509073,2.12134115,1.229857077,NA,1.51636722
1503364,1.363842931,0.92428148,NA,1.181814497
1330993,1.913012173,2.01627989,NA,1.311402921
1240144,2.139482753,2.06900182,NA,NA
907276,1.940619917,1.826594419,NA,1.005380969
1240124,2.370290087,1.307864436,NA,1.571341054
910951,0.730919422,0.287678898,NA,-2.220357249
1327765,1.265508488,1.282194983,NA,0.556613189
1327773,0.613026745,1.68220176,NA,0.534074978
908132,1.255395608,1.655880072,NA,0.95473213
1330948,1.400374335,1.103165322,NA,0.471100731
1330964,1.818771795,1.886826988,NA,1.220642236
910899,1.674850688,1.843758003,NA,0.462442828
753607,1.824749196,2.124891719,NA,0.948026628
1330994,0.366023146,1.56290776,NA,0.461077392
909727,1.578907233,1.857125538,NA,1.818182611
910209,1.844188508,1.877474699,NA,1.455720311
753569,2.367133812,1.656554501,NA,1.441418742
908468,1.785022591,1.87721378,NA,1.180668357
1303911,NA,NA,1.528063951,NA
1297438,NA,NA,1.540720561,NA
1659928,NA,NA,1.108213755,NA
1480359,2.460415319,2.385370165,NA,1.855483149
1659819,0.956840223,NA,NA,0.061497784
1330973,2.812279916,2.682235379,NA,NA
687980,NA,NA,NA,NA
1659818,0.582783061,NA,NA,0.816397504
949162,NA,NA,NA,NA
1240137,NA,1.660920036,NA,NA
753597,NA,NA,NA,NA
1322212,NA,2.769764807,NA,NA
906849,NA,NA,NA,NA
924189,NA,NA,NA,NA
949092,NA,NA,NA,NA
688022,NA,NA,NA,NA
924241,NA,NA,NA,NA
